strategy,n,time
DoublingFibonacci,234000,0.0059200410032644
DoublingFibonacci,238000,0.006303417001618
DoublingFibonacci,240000,0.0065725414970074
DoublingFibonacci,244000,0.0068778339918935
DoublingFibonacci,248000,0.00701454099908
DoublingFibonacci,252000,0.0070208340039243
DoublingFibonacci,256000,0.0072727080114418
DoublingFibonacci,260000,0.0076801245013484
DoublingFibonacci,264000,0.0077033330017002
DoublingFibonacci,268000,0.0078578329994343
DoublingFibonacci,272000,0.0082843330019386
DoublingFibonacci,276000,0.0083789159980369
DoublingFibonacci,280000,0.0086569795021205
DoublingFibonacci,284000,0.0090000000054715
DoublingFibonacci,286000,0.0090150829928461
DoublingFibonacci,290000,0.0092207499983487
DoublingFibonacci,294000,0.0094494169898098
DoublingFibonacci,298000,0.0102652089990442
DoublingFibonacci,302000,0.0101927499927114
DoublingFibonacci,306000,0.0104916249983944
DoublingFibonacci,310000,0.0107459999999264
DoublingFibonacci,314000,0.0109377909975592
DoublingFibonacci,318000,0.0113804589927895
DoublingFibonacci,322000,0.0118203750025713
DoublingFibonacci,326000,0.0125572919932892
DoublingFibonacci,330000,0.0125756670022383
DoublingFibonacci,334000,0.0125143749901326
DoublingFibonacci,336000,0.013066625004285
DoublingFibonacci,340000,0.0133214375018724
DoublingFibonacci,344000,0.0132169169955886
DoublingFibonacci,348000,0.0137682079948717
DoublingFibonacci,352000,0.0137186670035589
DoublingFibonacci,356000,0.0142084999970393
DoublingFibonacci,360000,0.0148020004999125
DoublingFibonacci,364000,0.0148199169925646
DoublingFibonacci,368000,0.0153722499962896
DoublingFibonacci,372000,0.0155404999968595
DoublingFibonacci,376000,0.0163657920056721
DoublingFibonacci,380000,0.0163998544958303
DoublingFibonacci,382000,0.0171095830010017
DoublingFibonacci,386000,0.0168974999978672
DoublingFibonacci,390000,0.0136637079995125
DoublingFibonacci,394000,0.013361208999413
DoublingFibonacci,398000,0.0141245410050032
DoublingFibonacci,402000,0.0135649580042809
DoublingFibonacci,406000,0.0135512919950997
DoublingFibonacci,410000,0.0147927920043002
DoublingFibonacci,414000,0.0145108750002691
DoublingFibonacci,418000,0.0146177919959882
DoublingFibonacci,422000,0.0146400419907877
DoublingFibonacci,426000,0.0154066249961033
DoublingFibonacci,430000,0.0155175000109011
DoublingFibonacci,432000,0.0155724579963134
DoublingFibonacci,436000,0.015796167004737
DoublingFibonacci,440000,0.0161889165028696
DoublingFibonacci,444000,0.0166027499944902
DoublingFibonacci,448000,0.0168794589990284
DoublingFibonacci,452000,0.0173107500013429
DoublingFibonacci,456000,0.017485124990344
DoublingFibonacci,460000,0.0178740210030809
DoublingFibonacci,464000,0.0182642909931018
DoublingFibonacci,468000,0.0178986670071026
DoublingFibonacci,472000,0.0180422920093406
DoublingFibonacci,476000,0.0193314589996589
DoublingFibonacci,478000,0.018884999997681
DoublingFibonacci,482000,0.0190690419985912
DoublingFibonacci,486000,0.0200384580093668
DoublingFibonacci,490000,0.0200758330029202
DoublingFibonacci,494000,0.0206587080028839
DoublingFibonacci,498000,0.0213053329935064
DoublingFibonacci,502000,0.021252334001474
DoublingFibonacci,506000,0.021531791993766
DoublingFibonacci,510000,0.0226554999971995
DoublingFibonacci,514000,0.0229985420010052
DoublingFibonacci,518000,0.0223211250122403
DoublingFibonacci,522000,0.022478749990114
DoublingFibonacci,526000,0.0226513329980662
DoublingFibonacci,528000,0.0233890419913223
DoublingFibonacci,532000,0.0233917919977102
DoublingFibonacci,536000,0.0241263749921927
DoublingFibonacci,540000,0.0245030415026121
DoublingFibonacci,544000,0.0241391659947112
DoublingFibonacci,548000,0.0255879159958567
DoublingFibonacci,552000,0.0265731249965028
DoublingFibonacci,556000,0.0254825419979169
DoublingFibonacci,560000,0.0263490205034031
DoublingFibonacci,564000,0.0273531660059234
DoublingFibonacci,568000,0.0268913750041974
DoublingFibonacci,572000,0.0275277090113377
DoublingFibonacci,574000,0.0285932090046117
DoublingFibonacci,578000,0.0282955000002402
DoublingFibonacci,582000,0.0284940419951453
DoublingFibonacci,586000,0.0297920000011799
DoublingFibonacci,590000,0.0291793329961365
DoublingFibonacci,594000,0.0295295839896425
DoublingFibonacci,598000,0.030781166991801
DoublingFibonacci,602000,0.030928792009945
DoublingFibonacci,606000,0.0311482090037316
DoublingFibonacci,610000,0.0313769589993171
DoublingFibonacci,614000,0.0314854589960305
DoublingFibonacci,618000,0.0319705830042948
DoublingFibonacci,622000,0.0330952500080456
DoublingFibonacci,624000,0.0327925830060849
DoublingFibonacci,628000,0.0334057500003837
DoublingFibonacci,632000,0.0338951669982634
DoublingFibonacci,636000,0.0344243750005262
DoublingFibonacci,640000,0.0346001665020594
DoublingFibonacci,644000,0.0347385420027421
DoublingFibonacci,648000,0.0354144169978098
DoublingFibonacci,652000,0.0367485830065561
DoublingFibonacci,656000,0.0365327079925918
DoublingFibonacci,660000,0.0364187705054064
DoublingFibonacci,664000,0.0378385829972103
DoublingFibonacci,668000,0.0378764580091228
DoublingFibonacci,670000,0.0379579170112265
DoublingFibonacci,674000,0.039830042005633
DoublingFibonacci,678000,0.0390709999919636
DoublingFibonacci,682000,0.0398820840055123
DoublingFibonacci,686000,0.0403363329969579
DoublingFibonacci,690000,0.0410788750014035
DoublingFibonacci,694000,0.0414144590031355
DoublingFibonacci,698000,0.0418424170056823
DoublingFibonacci,702000,0.0424349999957485
DoublingFibonacci,706000,0.0425517080002464
DoublingFibonacci,710000,0.0429261660028714
DoublingFibonacci,714000,0.0432615000026999
DoublingFibonacci,718000,0.0450765830028103
DoublingFibonacci,720000,0.0447012079966953
DoublingFibonacci,724000,0.0449932499905116
DoublingFibonacci,728000,0.0456119590089656
DoublingFibonacci,732000,0.0459905000025173
DoublingFibonacci,736000,0.0501370830024825
DoublingFibonacci,740000,0.0570012710013543
DoublingFibonacci,744000,0.0548227499966742
DoublingFibonacci,748000,0.0495363330119289
DoublingFibonacci,752000,0.0499008750048233
DoublingFibonacci,756000,0.0511186670046299
DoublingFibonacci,760000,0.0980511045054299
DoublingFibonacci,764000,0.0522790420072851
DoublingFibonacci,766000,0.0548871670034714
DoublingFibonacci,770000,0.0994446249969769
DoublingFibonacci,774000,0.0517098330019507
DoublingFibonacci,778000,0.0429929590027313
DoublingFibonacci,782000,0.0418398750043707
DoublingFibonacci,786000,0.0425934170052642
DoublingFibonacci,790000,0.0415715830022236
DoublingFibonacci,794000,0.0422502079891273
DoublingFibonacci,798000,0.0424049589928472
DoublingFibonacci,802000,0.0417072499985806
DoublingFibonacci,806000,0.0431778750062221
DoublingFibonacci,810000,0.0431539999990491
DoublingFibonacci,814000,0.042271874990547
DoublingFibonacci,816000,0.0429254999908153
DoublingFibonacci,820000,0.044023541995557
DoublingFibonacci,824000,0.043293040987919
DoublingFibonacci,828000,0.0436971669987542
DoublingFibonacci,832000,0.0436832920095184
DoublingFibonacci,836000,0.0452509589958936
DoublingFibonacci,840000,0.0468054170050891
DoublingFibonacci,844000,0.0444148750102613
DoublingFibonacci,848000,0.045609124994371
DoublingFibonacci,852000,0.0460407079954166
DoublingFibonacci,856000,0.0454186249990016
DoublingFibonacci,860000,0.0480942294962005
DoublingFibonacci,862000,0.0479749579972121
DoublingFibonacci,866000,0.04921650000324
DoublingFibonacci,870000,0.052193374998751
DoublingFibonacci,874000,0.0525128750014118
DoublingFibonacci,878000,0.050335374995484
DoublingFibonacci,882000,0.0515591250004945
DoublingFibonacci,886000,0.0587623750034254
DoublingFibonacci,890000,0.0503546249965438
DoublingFibonacci,894000,0.0512356659892248
DoublingFibonacci,898000,0.050472290997277
DoublingFibonacci,902000,0.0505502080050064
DoublingFibonacci,906000,0.0527043330075684
DoublingFibonacci,910000,0.0587333339935867
DoublingFibonacci,912000,0.0682971250062109
DoublingFibonacci,916000,0.0657240000000456
DoublingFibonacci,920000,0.0533601670031202
DoublingFibonacci,924000,0.0540559579967521
DoublingFibonacci,928000,0.0574247089971322
DoublingFibonacci,932000,0.0546269999904325
DoublingFibonacci,936000,0.0550105829897802
DoublingFibonacci,940000,0.0569921874994179
DoublingFibonacci,944000,0.0574400829937076
DoublingFibonacci,948000,0.0571771670074667
DoublingFibonacci,952000,0.0590482920088106
DoublingFibonacci,956000,0.0568672499939566
DoublingFibonacci,958000,0.0572962920123245
DoublingFibonacci,962000,0.0580681249994086
DoublingFibonacci,966000,0.057638834012323
DoublingFibonacci,970000,0.0600368330051424
DoublingFibonacci,974000,0.0608258330030366
DoublingFibonacci,978000,0.0591137909941608
DoublingFibonacci,982000,0.0598797919956268
DoublingFibonacci,986000,0.0602046669955598
DoublingFibonacci,990000,0.0648591659992234
DoublingFibonacci,994000,0.0817676250007934
DoublingFibonacci,998000,0.0645376669999677
DoublingFibonacci,1020000,0.0649049580097198
DoublingFibonacci,1040000,0.0694427919952431
DoublingFibonacci,1080000,0.0739841249887831
DoublingFibonacci,1120000,0.0791604999976698
DoublingFibonacci,1160000,0.0848705000098561
DoublingFibonacci,1200000,0.0897977499989792
DoublingFibonacci,1240000,0.1011260840023169
DoublingFibonacci,1280000,0.1083693749969825
DoublingFibonacci,1320000,0.1127645410015247
DoublingFibonacci,1360000,0.1378048750048037
DoublingFibonacci,1400000,0.1425405410118401
DoublingFibonacci,1440000,0.1492694170010509
DoublingFibonacci,1480000,0.162394792001578
DoublingFibonacci,1520000,0.1630833329982124
DoublingFibonacci,1540000,0.163005084003089
DoublingFibonacci,1580000,0.1283217500022146
DoublingFibonacci,1620000,0.1446573749999515
DoublingFibonacci,1660000,0.1528019580000545
DoublingFibonacci,1700000,0.1564434159954544
DoublingFibonacci,1740000,0.1660589160019299
DoublingFibonacci,1780000,0.162459208004293
DoublingFibonacci,1820000,0.177984624999226
DoublingFibonacci,1860000,0.1718177089933306
DoublingFibonacci,1900000,0.1814530420087976
DoublingFibonacci,1940000,0.1828655830031493
DoublingFibonacci,1980000,0.1905947080085752
DoublingFibonacci,2000000,0.1906408540016855
DoublingFibonacci,2040000,0.1951821249967906
DoublingFibonacci,2080000,0.2115136670036008
DoublingFibonacci,2120000,0.2176967090053949
DoublingFibonacci,2160000,0.2193232499994337
DoublingFibonacci,2200000,0.2271812920080265
DoublingFibonacci,2240000,0.2359590830019442
DoublingFibonacci,2280000,0.2450044170109322
DoublingFibonacci,2320000,0.2566792909929063
DoublingFibonacci,2360000,0.2631808750011259
DoublingFibonacci,2400000,0.2817565000004833
DoublingFibonacci,2440000,0.280813165998552
DoublingFibonacci,2480000,0.294766916995286
DoublingFibonacci,2500000,0.2995565419987542
DoublingFibonacci,2540000,0.3067034580017207
DoublingFibonacci,2580000,0.31465595800546
DoublingFibonacci,2620000,0.3253497500118101
DoublingFibonacci,2660000,0.3372356250038137
DoublingFibonacci,2700000,0.3568257079896284
DoublingFibonacci,2740000,0.3655393340013688
DoublingFibonacci,2780000,0.3711427920061396
DoublingFibonacci,2820000,0.3806130419980036
DoublingFibonacci,2860000,0.3942691249976633
DoublingFibonacci,2900000,0.4047785830043722
DoublingFibonacci,2940000,0.4744360409968067
DoublingFibonacci,2960000,0.4255707080010324
DoublingFibonacci,3000000,0.4404528125014622
DoublingFibonacci,3040000,0.4422568750014761
DoublingFibonacci,3080000,0.4539350410050247
DoublingFibonacci,3120000,0.3726067499956116
DoublingFibonacci,3160000,0.3713969999953406
DoublingFibonacci,3200000,0.3750750829931348
DoublingFibonacci,3240000,0.3756591249984922
DoublingFibonacci,3280000,0.3910547919949749
DoublingFibonacci,3320000,0.394011208001757
DoublingFibonacci,3360000,0.4170332080102525
DoublingFibonacci,3400000,0.4119357919989852
DoublingFibonacci,3440000,0.4282723749929573
DoublingFibonacci,3460000,0.4279599580040667
DoublingFibonacci,3500000,0.4355652910016943
DoublingFibonacci,3540000,0.4615263330051675
DoublingFibonacci,3580000,0.4567879579990404
DoublingFibonacci,3620000,0.4755129999975906
DoublingFibonacci,3660000,0.473074124995037
DoublingFibonacci,3700000,0.485198082998977
DoublingFibonacci,3740000,0.4934860840003239
DoublingFibonacci,3780000,0.5074082499922952
DoublingFibonacci,3820000,0.5360581660061143
DoublingFibonacci,3860000,0.5242793330107816
DoublingFibonacci,3900000,0.5390906250104308
DoublingFibonacci,3920000,0.5379783749958733
DoublingFibonacci,3960000,0.5506374999968102
DoublingFibonacci,4000000,0.5625438955030404
DoublingFibonacci,4040000,0.5717320840049069
DoublingFibonacci,4080000,0.6111724160000449
DoublingFibonacci,4120000,0.6056857499934267
DoublingFibonacci,4160000,0.6352244160079863
DoublingFibonacci,4200000,0.6365180419961689
DoublingFibonacci,4240000,0.6466866669943556
DoublingFibonacci,4280000,0.644937042001402
DoublingFibonacci,4320000,0.6591239999979734
DoublingFibonacci,4360000,0.6686128750006901
DoublingFibonacci,4400000,0.7289012080000248
DoublingFibonacci,4420000,0.8039949589874595
DoublingFibonacci,4460000,0.7422547500027576
DoublingFibonacci,4500000,0.7225782919995254
DoublingFibonacci,4540000,0.7246746670134598
DoublingFibonacci,4580000,0.7503346250014147
DoublingFibonacci,4620000,0.761360832999344
DoublingFibonacci,4660000,0.8005550840025535
DoublingFibonacci,4700000,0.797200500004692
DoublingFibonacci,4740000,0.799968916006037
DoublingFibonacci,4780000,0.8393278750008903
DoublingFibonacci,4820000,0.8321090420067776
DoublingFibonacci,4860000,0.8578512919921195
DoublingFibonacci,4880000,0.88693074999901
DoublingFibonacci,4920000,0.970436083007371
DoublingFibonacci,4960000,0.8902753339934861
DoublingFibonacci,5000000,0.9073013954985072
DoublingFibonacci,5040000,0.9315335829887772
DoublingFibonacci,5080000,0.9398825410025892
DoublingFibonacci,5120000,0.9744544590066652
DoublingFibonacci,5160000,0.9699100839934544
DoublingFibonacci,5200000,0.968486459009
DoublingFibonacci,5240000,0.9932399170065764
DoublingFibonacci,5280000,1.0226799999945797
DoublingFibonacci,5320000,1.0857789169967873
DoublingFibonacci,5360000,1.036298416001955
DoublingFibonacci,5380000,1.1301161250012228
DoublingFibonacci,5420000,1.096198291008477
DoublingFibonacci,5460000,1.151065625002957
DoublingFibonacci,5500000,1.1941797920007955
DoublingFibonacci,5540000,1.1313285829965023
DoublingFibonacci,5580000,1.1739519580005435
DoublingFibonacci,5620000,1.1484169169998495
DoublingFibonacci,5660000,1.2500868339993758
DoublingFibonacci,5700000,1.2050669160089456
DoublingFibonacci,5740000,1.2125284999929136
DoublingFibonacci,5780000,1.2049310409929603
DoublingFibonacci,5820000,1.2569847920094617
DoublingFibonacci,5840000,1.4313993340037996
DoublingFibonacci,5880000,1.268234917006339
DoublingFibonacci,5920000,1.3875164999917615
DoublingFibonacci,5960000,1.313932541990653
DoublingFibonacci,6000000,1.315958333500021
DoublingFibonacci,6040000,1.3294292079954175
DoublingFibonacci,6080000,1.3986382500006584
DoublingFibonacci,6120000,1.437867874992662
DoublingFibonacci,6160000,1.406311166996602
DoublingFibonacci,6200000,1.3140989170060493
DoublingFibonacci,6240000,1.2309326250106096
DoublingFibonacci,6280000,1.3252591250056869
DoublingFibonacci,6320000,1.189210832992103
DoublingFibonacci,6340000,1.1894567499984987
DoublingFibonacci,6380000,1.197272667006473
DoublingFibonacci,6420000,1.1852937079966068
DoublingFibonacci,6460000,1.179790583002614
DoublingFibonacci,6500000,1.1555491250037448
DoublingFibonacci,6540000,1.2166655829933006
DoublingFibonacci,6580000,1.1756009590026224
DoublingFibonacci,6620000,1.1982620829949155
DoublingFibonacci,6660000,1.21698149999429
DoublingFibonacci,6700000,1.2439597499906083
DoublingFibonacci,6740000,1.248846957998467
DoublingFibonacci,6780000,1.2453791669977363
DoublingFibonacci,6800000,1.2631971250084462
DoublingFibonacci,6840000,1.2686408330046106
DoublingFibonacci,6880000,1.3075388329889392
DoublingFibonacci,6920000,1.3088852079963544
DoublingFibonacci,6960000,1.3101687080052216
DoublingFibonacci,7000000,1.320295042001817
DoublingFibonacci,7040000,1.3510765840037493
DoublingFibonacci,7080000,1.413599749997957
DoublingFibonacci,7120000,1.4122507910069544
DoublingFibonacci,7160000,1.4020041660114655
DoublingFibonacci,7200000,1.418140207999386
DoublingFibonacci,7240000,1.4586245840037009
DoublingFibonacci,7280000,1.4342605409910902
DoublingFibonacci,7300000,1.447992625006009
DoublingFibonacci,7340000,1.4762371669930872
DoublingFibonacci,7380000,1.475782125009573
DoublingFibonacci,7420000,1.520024666999234
DoublingFibonacci,7460000,1.5908290829975158
DoublingFibonacci,7500000,1.520374041996547
DoublingFibonacci,7540000,1.554080125002656
DoublingFibonacci,7580000,1.5712924160034163
DoublingFibonacci,7620000,1.5890335000003688
DoublingFibonacci,7660000,1.57108983299986
DoublingFibonacci,7700000,1.6449407920008523
DoublingFibonacci,7740000,1.6134479169995757
DoublingFibonacci,7760000,1.643220999991172
DoublingFibonacci,7800000,1.658902916999068
DoublingFibonacci,7840000,1.6506897499930346
DoublingFibonacci,7880000,1.6785977919935249
DoublingFibonacci,7920000,1.6828845830023056
DoublingFibonacci,7960000,1.77066283300519
DoublingFibonacci,8000000,1.7354440210037865
DoublingFibonacci,8040000,1.7546160830097506
DoublingFibonacci,8080000,1.7976542910037097
DoublingFibonacci,8120000,1.8314767080009915
DoublingFibonacci,8160000,1.7882004160055658
DoublingFibonacci,8200000,1.858300917010638
DoublingFibonacci,8240000,1.815299416994094
DoublingFibonacci,8260000,1.8085139589966277
DoublingFibonacci,8300000,1.8798618749860907
DoublingFibonacci,8340000,1.851671583004645
DoublingFibonacci,8380000,1.848801750005805
DoublingFibonacci,8420000,1.8785960840032203
DoublingFibonacci,8460000,1.9096030420041643
DoublingFibonacci,8500000,1.9672879159916192
DoublingFibonacci,8540000,1.929560375006986
DoublingFibonacci,8580000,1.9927297909889603
DoublingFibonacci,8620000,1.9583480000001143
DoublingFibonacci,8660000,2.033983375004027
DoublingFibonacci,8700000,1.9960940840101105
DoublingFibonacci,8720000,2.0216283750050934
DoublingFibonacci,8760000,2.0580334999976913
DoublingFibonacci,8800000,2.052594584005419
DoublingFibonacci,8840000,2.1440585420059506
DoublingFibonacci,8880000,2.0793796249927254
DoublingFibonacci,8920000,2.1689274160016794
DoublingFibonacci,8960000,2.151299375007511
DoublingFibonacci,9000000,2.1804071250007837
DoublingFibonacci,9040000,2.1992254170036176
DoublingFibonacci,9080000,2.1798483750026207
DoublingFibonacci,9120000,2.2459834170003887
DoublingFibonacci,9160000,2.2293964590062387
DoublingFibonacci,9200000,2.317540457996074
DoublingFibonacci,9220000,2.2693180829955963
DoublingFibonacci,9260000,2.2878898749913787
DoublingFibonacci,9300000,2.339674750008271
DoublingFibonacci,9340000,2.4122702500026207
DoublingFibonacci,9380000,2.63006233300257
DoublingFibonacci,9420000,2.549152125007822
DoublingFibonacci,9460000,2.4166774170007557
DoublingFibonacci,9500000,2.415815708009177
DoublingFibonacci,9540000,2.465078583001741
DoublingFibonacci,9580000,2.484379000001354
DoublingFibonacci,9620000,2.4677235830022255
DoublingFibonacci,9660000,2.4805189589969814
DoublingFibonacci,9680000,2.4935648329992546
DoublingFibonacci,9720000,2.57001116599713
DoublingFibonacci,9760000,2.7876573749963427
DoublingFibonacci,9800000,2.5739315829996485
DoublingFibonacci,9840000,2.5982447499991395
DoublingFibonacci,9880000,2.624660125002265
DoublingFibonacci,9920000,2.6960971250082366
DoublingFibonacci,9960000,2.6440464579936815
DoublingFibonacci,10000000,2.7810899169999175
DoublingFibonacci,30000000,14.35494320798898
DoublingFibonacci,50000000,30.49075283399725
DoublingFibonacci,70000000,56.45731966699532
DoublingFibonacci,90000000,95.47385470899462
GMPDoublingFibonacciOptimized,0,1.7553757061250508e-06
GMPDoublingFibonacciOptimized,2006,3.4170079743489623e-06
GMPDoublingFibonacciOptimized,4012,4.040994099341333e-06
GMPDoublingFibonacciOptimized,6018,1.0458010365255175e-05
GMPDoublingFibonacciOptimized,8024,8.041999535635114e-06
GMPDoublingFibonacciOptimized,10030,1.2707998394034805e-05
GMPDoublingFibonacciOptimized,12036,1.2082993634976448e-05
GMPDoublingFibonacciOptimized,14042,1.43329962156713e-05
GMPDoublingFibonacciOptimized,16048,1.2499993317760529e-05
GMPDoublingFibonacciOptimized,18054,1.3791999663226306e-05
GMPDoublingFibonacciOptimized,20060,1.620799594093114e-05
GMPDoublingFibonacciOptimized,22066,1.941599475685507e-05
GMPDoublingFibonacciOptimized,24072,2.7749993023462594e-05
GMPDoublingFibonacciOptimized,26078,2.533399674575776e-05
GMPDoublingFibonacciOptimized,28084,2.795799809973687e-05
GMPDoublingFibonacciOptimized,30090,3.024999750778079e-05
GMPDoublingFibonacciOptimized,32096,3.270899469498545e-05
GMPDoublingFibonacciOptimized,34102,3.429199568927288e-05
GMPDoublingFibonacciOptimized,36108,3.095800639130175e-05
GMPDoublingFibonacciOptimized,38114,4.1749997762963176e-05
GMPDoublingFibonacciOptimized,40120,4.104200343135744e-05
GMPDoublingFibonacciOptimized,42126,4.504100070334971e-05
GMPDoublingFibonacciOptimized,44132,4.73749969387427e-05
GMPDoublingFibonacciOptimized,46138,4.9208989366889e-05
GMPDoublingFibonacciOptimized,48144,5.212498945184052e-05
GMPDoublingFibonacciOptimized,50150,5.625000630971044e-05
GMPDoublingFibonacciOptimized,52156,6.0582999140024185e-05
GMPDoublingFibonacciOptimized,54162,5.979200068395585e-05
GMPDoublingFibonacciOptimized,56168,7.008400280028582e-05
GMPDoublingFibonacciOptimized,58174,6.358299287967384e-05
GMPDoublingFibonacciOptimized,60180,7.045800157357007e-05
GMPDoublingFibonacciOptimized,62186,7.354200351983309e-05
GMPDoublingFibonacciOptimized,64192,7.487498805858195e-05
GMPDoublingFibonacciOptimized,66198,7.262500002980232e-05
GMPDoublingFibonacciOptimized,68204,7.495800673495978e-05
GMPDoublingFibonacciOptimized,70210,8.154100214596838e-05
GMPDoublingFibonacciOptimized,72216,8.350001007784158e-05
GMPDoublingFibonacciOptimized,74222,9.541600593365727e-05
GMPDoublingFibonacciOptimized,76228,9.32910043047741e-05
GMPDoublingFibonacciOptimized,78234,9.616599709261207e-05
GMPDoublingFibonacciOptimized,80240,9.579199831932784e-05
GMPDoublingFibonacciOptimized,82246,9.91669949144125e-05
GMPDoublingFibonacciOptimized,84252,0.0001040830102283
GMPDoublingFibonacciOptimized,86258,0.0001012919965432
GMPDoublingFibonacciOptimized,88264,0.0001076670014299
GMPDoublingFibonacciOptimized,90270,0.0001105830015148
GMPDoublingFibonacciOptimized,92276,0.0001167500013252
GMPDoublingFibonacciOptimized,94282,0.0001146670110756
GMPDoublingFibonacciOptimized,96288,0.0001194579963339
GMPDoublingFibonacciOptimized,98294,0.0001227089960593
GMPDoublingFibonacciOptimized,100300,0.0001433750003343
GMPDoublingFibonacciOptimized,102306,0.0001302079908782
GMPDoublingFibonacciOptimized,104312,0.0001338749862043
GMPDoublingFibonacciOptimized,106318,0.0001366670039715
GMPDoublingFibonacciOptimized,108324,0.000135209003929
GMPDoublingFibonacciOptimized,110330,0.0001420000044163
GMPDoublingFibonacciOptimized,112336,0.0001793749979697
GMPDoublingFibonacciOptimized,114342,0.0001501659862697
GMPDoublingFibonacciOptimized,116348,0.0001554580085212
GMPDoublingFibonacciOptimized,118354,0.000158167007612
GMPDoublingFibonacciOptimized,120360,0.0001619579998077
GMPDoublingFibonacciOptimized,122366,0.0001672090002102
GMPDoublingFibonacciOptimized,124372,0.0001842079946072
GMPDoublingFibonacciOptimized,126378,0.0001726250047795
GMPDoublingFibonacciOptimized,128384,0.0001759580045472
GMPDoublingFibonacciOptimized,130390,0.0001737499987939
GMPDoublingFibonacciOptimized,132396,0.0001805829961085
GMPDoublingFibonacciOptimized,134402,0.0001888330007204
GMPDoublingFibonacciOptimized,136408,0.0001835830044001
GMPDoublingFibonacciOptimized,138414,0.0001864170044427
GMPDoublingFibonacciOptimized,140420,0.0001922919909702
GMPDoublingFibonacciOptimized,142426,0.0001973339967662
GMPDoublingFibonacciOptimized,144432,0.0002005419955821
GMPDoublingFibonacciOptimized,146438,0.000218125001993
GMPDoublingFibonacciOptimized,148444,0.0002149170031771
GMPDoublingFibonacciOptimized,150450,0.0002240419998997
GMPDoublingFibonacciOptimized,152456,0.0002294999867444
GMPDoublingFibonacciOptimized,154462,0.0002263750066049
GMPDoublingFibonacciOptimized,156468,0.0002381249942118
GMPDoublingFibonacciOptimized,158474,0.000236624997342
GMPDoublingFibonacciOptimized,160480,0.0002400830126134
GMPDoublingFibonacciOptimized,162486,0.0002590420044725
GMPDoublingFibonacciOptimized,164492,0.0002607500064186
GMPDoublingFibonacciOptimized,166498,0.000272874996881
GMPDoublingFibonacciOptimized,168504,0.000260957996943
GMPDoublingFibonacciOptimized,170510,0.0002613340038806
GMPDoublingFibonacciOptimized,172516,0.0002627919893711
GMPDoublingFibonacciOptimized,174522,0.0002676659933058
GMPDoublingFibonacciOptimized,176528,0.0002722080098465
GMPDoublingFibonacciOptimized,178534,0.0002729580010054
GMPDoublingFibonacciOptimized,180540,0.0002896250080084
GMPDoublingFibonacciOptimized,182546,0.0002992079971591
GMPDoublingFibonacciOptimized,184552,0.0002845840062946
GMPDoublingFibonacciOptimized,186558,0.0002880840038415
